::1 - - [26/Jul/2025:17:44:48 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:44:55 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:45:07 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:45:19 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:45:42 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:45:45 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:46:08 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:46:12 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:46:25 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:46:35 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:46:48 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:47:01 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:47:13 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:47:26 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:47:35 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:47:48 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:48:01 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:48:13 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:48:26 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:48:49 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:48:53 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:49:04 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:49:14 +0000] "GET / HTTP/1.1" 502 157 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:49:25 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:49:33 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:49:43 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:49:53 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:50:02 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:50:12 +0000] "GET / HTTP/1.1" 200 1011 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:50:22 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:50:31 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:50:41 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:50:51 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:50:59 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:51:09 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:51:20 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:51:28 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:51:38 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:51:48 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
::1 - - [26/Jul/2025:17:51:57 +0000] "GET / HTTP/1.1" 200 995 "-" "curl/8.5.0" "-"
172.28.0.1 - - [26/Jul/2025:17:52:03 +0000] "GET / HTTP/1.1" 200 470 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36" "-"
172.28.0.1 - - [26/Jul/2025:17:52:03 +0000] "GET /src/main.js HTTP/1.1" 200 949 "http://localhost:8001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36" "-"
172.28.0.1 - - [26/Jul/2025:17:52:03 +0000] "GET /@vite/client HTTP/1.1" 200 34091 "http://localhost:8001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36" "-"
172.28.0.1 - - [26/Jul/2025:17:52:04 +0000] "GET /node_modules/vite/dist/client/env.mjs HTTP/1.1" 200 1494 "http://localhost:8001/@vite/client" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36" "-"
172.28.0.1 - - [26/Jul/2025:17:52:04 +0000] "GET /node_modules/.vite/deps/vue.js?v=2e333c89 HTTP/1.1" 200 5330 "http://localhost:8001/src/main.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36" "-"
172.28.0.1 - - [26/Jul/2025:17:52:04 +0000] "GET /src/App.vue HTTP/1.1" 200 3923 "http://localhost:8001/src/main.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36" "-"
172.28.0.1 - - [26/Jul/2025:17:52:04 +0000] "GET /src/router/index.js HTTP/1.1" 200 3351 "http://localhost:8001/src/main.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36" "-"
